apple_id,frame,aperture_ratio,aperture_mm,committed,code,code_phys,where,n_fingers,normal_n,seat_x_palm,neighbour_moved_mm,hit_by_fruit,hit_by_gripper,diag_clearance_mm,diag_blocking_bodies,finger_close,approach_tilt_deg,n_tries,steps,secs,obs_dim_est,lat_ripeness,lat_az_f_max,lat_stem_stiffness,lat_stem_pull_force,lat_spur_break_force,obs_ax_x,obs_ax_y,obs_ax_z,obs_lean_deg,obs_nearest_diam,obs_bearing_cos,obs_bearing_sin,obs_nb_along,obs_nb_radial,obs_n_neighbours,obs_dim,obs_visible_frac,obs_n_points
000016_524_187,16,1.45,116.0,False,NEIGHBOR_KNOCKED,SUCCESS,abscission zone,3,7.620435102861617,1.0,54.33,22633,5124,9999.0,0,0.7126,0.0,1,484,4.62,0.0806731924162606,0.8421,35.626,0.03604,20.345,42.487,-0.4066934018204854,0.1946744275938115,0.8925818417135222,26.80050534419763,1.0201353191034437,-0.8634352396702908,0.4802638698586521,0.1574654198720416,1.0079090786508509,1,0.078,0.3133356001360081,23038.0
000019_428_522,19,0.85,48.58,False,SUCCESS,SUCCESS,abscission zone,3,7.592279274973784,1.134,0.0,0,4,35.4,0,0.1,24.0,14,494,3.64,0.0571584885848844,1.0,30.0,0.0186,16.837,61.051,2.7158638594333524e-10,9.160592156115295e-10,1.0,0.0,2.0945207493061995,0.3122256660941575,-0.1912510090113287,-1.9490730322529892,0.766897310086781,1,0.0571,0.4045888844031758,12026.0
000019_428_522,19,1.0,58.0,False,SUCCESS,SUCCESS,abscission zone,3,14.630540394443102,0.996,0.0,0,4,42.87,0,0.341,24.0,14,490,3.56,0.0571584885848844,1.0,30.0,0.0186,16.837,61.051,2.7158638594333524e-10,9.160592156115295e-10,1.0,0.0,2.0945207493061995,0.3122256660941575,-0.1912510090113287,-1.9490730322529892,0.766897310086781,1,0.0571,0.4045888844031758,12026.0
000019_428_522,19,1.2,68.0,False,SUCCESS,SUCCESS,abscission zone,3,10.950979220702129,0.996,0.0,0,2,47.41,0,0.5228,24.0,15,331,3.28,0.0571584885848844,1.0,30.0,0.0186,16.837,61.051,2.7158638594333524e-10,9.160592156115295e-10,1.0,0.0,2.0945207493061995,0.3122256660941575,-0.1912510090113287,-1.9490730322529892,0.766897310086781,1,0.0571,0.4045888844031758,12026.0
000019_428_522,19,1.45,82.0,True,SUCCESS,SUCCESS,abscission zone,3,9.742477321694995,0.997,0.0,0,2,58.62,0,0.6863,36.0,23,290,3.56,0.0571584885848844,1.0,30.0,0.0186,16.837,61.051,2.7158638594333524e-10,9.160592156115295e-10,1.0,0.0,2.0945207493061995,0.3122256660941575,-0.1912510090113287,-1.9490730322529892,0.766897310086781,1,0.0571,0.4045888844031758,12026.0
000021_936_684,21,0.85,68.0,False,SUCCESS,SUCCESS,abscission zone,3,4.977298563623543,1.472,0.0,0,0,9999.0,0,0.1,0.0,1,342,2.47,0.0798907987353437,0.949,31.612,0.04682,20.721,60.657,-0.0024543373204172,0.0,0.999996988109623,0.140623311143294,99.0,0.0,0.0,99.0,99.0,0,0.0849,0.305126920507682,18271.0
000021_936_684,21,1.0,80.0,False,SUCCESS,SUCCESS,abscission zone,3,6.636261537460284,0.997,0.0,0,0,9999.0,0,0.2331,0.0,1,340,2.56,0.0798907987353437,0.949,31.612,0.04682,20.721,60.657,-0.0024543373204172,0.0,0.999996988109623,0.140623311143294,99.0,0.0,0.0,99.0,99.0,0,0.0849,0.305126920507682,18271.0
000021_936_684,21,1.2,96.0,False,SUCCESS,SUCCESS,abscission zone,3,5.868708748616681,0.997,0.0,0,0,9999.0,0,0.4689,0.0,1,340,2.53,0.0798907987353437,0.949,31.612,0.04682,20.721,60.657,-0.0024543373204172,0.0,0.999996988109623,0.140623311143294,99.0,0.0,0.0,99.0,99.0,0,0.0849,0.305126920507682,18271.0
000021_936_684,21,1.45,116.0,True,SUCCESS,SUCCESS,abscission zone,3,6.157047625493794,0.998,0.0,0,0,9999.0,0,0.6468,0.0,1,342,2.58,0.0798907987353437,0.949,31.612,0.04682,20.721,60.657,-0.0024543373204172,0.0,0.999996988109623,0.140623311143294,99.0,0.0,0.0,99.0,99.0,0,0.0849,0.305126920507682,18271.0
000022_479_882,22,0.85,60.3,False,SUCCESS,SUCCESS,abscission zone,3,4.623958208672306,1.081,0.0,0,0,9999.0,0,0.1617,0.0,1,500,3.02,0.0709433595541123,0.6954,43.14,0.02759,18.225,44.478,6.714453408475448e-06,-1.952390953638904e-09,0.999999999977458,0.0003847091165705,99.0,0.0,0.0,99.0,99.0,0,0.0668,0.3604203829869544,16770.0
000022_479_882,22,1.0,70.0,False,SUCCESS,SUCCESS,abscission zone,3,10.139259498597198,0.996,0.0,0,0,9999.0,0,0.3808,0.0,1,502,3.12,0.0709433595541123,0.6954,43.14,0.02759,18.225,44.478,6.714453408475448e-06,-1.952390953638904e-09,0.999999999977458,0.0003847091165705,99.0,0.0,0.0,99.0,99.0,0,0.0668,0.3604203829869544,16770.0
000022_479_882,22,1.2,86.0,True,SUCCESS,SUCCESS,abscission zone,3,7.707894743262344,0.998,0.0,0,0,9999.0,0,0.5961,0.0,1,519,3.05,0.0709433595541123,0.6954,43.14,0.02759,18.225,44.478,6.714453408475448e-06,-1.952390953638904e-09,0.999999999977458,0.0003847091165705,99.0,0.0,0.0,99.0,99.0,0,0.0668,0.3604203829869544,16770.0
000022_479_882,22,1.45,102.0,False,GRASP_FAILED,SUCCESS,abscission zone,2,5.049027596051198,1.001,0.0,0,0,9999.0,0,0.7317,0.0,1,522,3.07,0.0709433595541123,0.6954,43.14,0.02759,18.225,44.478,6.714453408475448e-06,-1.952390953638904e-09,0.999999999977458,0.0003847091165705,99.0,0.0,0.0,99.0,99.0,0,0.0668,0.3604203829869544,16770.0
000025_332_519,25,0.85,72.0,True,SUCCESS,SUCCESS,abscission zone,3,8.020100194876097,0.996,0.0,0,0,93.02,0,0.2042,0.0,1,392,4.54,0.0843670341726588,0.8083,37.116,0.02718,15.211,46.667,0.0003767683899215,0.0,0.9999999290227876,0.0215872391054774,2.347351609185048,0.3709649492425726,-0.3726433604630054,-1.9966594483143756,1.2342652164751984,1,0.0778,0.3823302686746761,20335.0
000025_332_519,25,1.0,84.0,False,SUCCESS,SUCCESS,abscission zone,3,6.425836638760316,0.997,0.0,0,0,93.02,0,0.4169,0.0,1,393,4.89,0.0843670341726588,0.8083,37.116,0.02718,15.211,46.667,0.0003767683899215,0.0,0.9999999290227876,0.0215872391054774,2.347351609185048,0.3709649492425726,-0.3726433604630054,-1.9966594483143756,1.2342652164751984,1,0.0778,0.3823302686746761,20335.0
000025_332_519,25,1.2,102.0,False,SUCCESS,SUCCESS,abscission zone,3,6.76852283047242,1.0,0.0,0,0,74.38,0,0.612,12.0,2,285,4.26,0.0843670341726588,0.8083,37.116,0.02718,15.211,46.667,0.0003767683899215,0.0,0.9999999290227876,0.0215872391054774,2.347351609185048,0.3709649492425726,-0.3726433604630054,-1.9966594483143756,1.2342652164751984,1,0.0778,0.3823302686746761,20335.0
000025_332_519,25,1.45,122.0,False,SUCCESS,SUCCESS,abscission zone,3,6.562087548458704,1.0,0.0,0,0,90.95,0,0.7503,12.0,6,604,4.18,0.0843670341726588,0.8083,37.116,0.02718,15.211,46.667,0.0003767683899215,0.0,0.9999999290227876,0.0215872391054774,2.347351609185048,0.3709649492425726,-0.3726433604630054,-1.9966594483143756,1.2342652164751984,1,0.0778,0.3823302686746761,20335.0
000027_534_716,27,0.85,66.38,False,GRASP_FAILED,SUCCESS,abscission zone,0,0.0,3.177,60.58,0,24,102.36,0,0.1,0.0,1,783,2.83,0.0780916046251047,0.8679,34.566,0.02881,19.7,44.149,0.0002939663860794,0.0015334873835321,0.9999987809993612,0.0894622138181578,2.1439805992899146,0.7450020756195692,-0.3679730344795692,-1.1928853602746623,1.781481778569158,2,0.0814,0.365096995055154,23996.0
000027_534_716,27,1.0,78.0,True,GRASP_FAILED,SUCCESS,abscission zone,0,0.0,2.852,60.58,0,24,102.36,0,0.2589,0.0,1,783,2.69,0.0780916046251047,0.8679,34.566,0.02881,19.7,44.149,0.0002939663860794,0.0015334873835321,0.9999987809993612,0.0894622138181578,2.1439805992899146,0.7450020756195692,-0.3679730344795692,-1.1928853602746623,1.781481778569158,2,0.0814,0.365096995055154,23996.0
000027_534_716,27,1.2,94.0,False,GRASP_FAILED,SUCCESS,abscission zone,0,0.0,2.537,60.58,0,24,102.36,0,0.4913,0.0,1,783,2.92,0.0780916046251047,0.8679,34.566,0.02881,19.7,44.149,0.0002939663860794,0.0015334873835321,0.9999987809993612,0.0894622138181578,2.1439805992899146,0.7450020756195692,-0.3679730344795692,-1.1928853602746623,1.781481778569158,2,0.0814,0.365096995055154,23996.0
000027_534_716,27,1.45,114.0,False,GRASP_FAILED,SUCCESS,abscission zone,0,0.0,2.267,60.58,0,24,102.36,0,0.6667,0.0,1,783,3.13,0.0780916046251047,0.8679,34.566,0.02881,19.7,44.149,0.0002939663860794,0.0015334873835321,0.9999987809993612,0.0894622138181578,2.1439805992899146,0.7450020756195692,-0.3679730344795692,-1.1928853602746623,1.781481778569158,2,0.0814,0.365096995055154,23996.0
000029_914_342,29,0.85,76.0,False,SUCCESS,SUCCESS,abscission zone,3,6.956624579012701,1.014,0.0,0,0,9999.0,0,0.1,0.0,1,414,4.85,0.0892841000017066,0.8012,37.445,0.0285,16.127,47.067,0.0092173066654027,0.0010821171292466,0.9999569342128464,0.5317474105204143,2.084131112018913,-0.114605513709107,0.6796771267231114,1.5099592180644197,1.4365325098540158,1,0.0908,0.5483842901143264,31514.0
000029_914_342,29,1.0,90.0,True,SUCCESS,SUCCESS,abscission zone,3,5.725277104106159,0.997,0.0,0,0,9999.0,0,0.3078,0.0,1,403,4.99,0.0892841000017066,0.8012,37.445,0.0285,16.127,47.067,0.0092173066654027,0.0010821171292466,0.9999569342128464,0.5317474105204143,2.084131112018913,-0.114605513709107,0.6796771267231114,1.5099592180644197,1.4365325098540158,1,0.0908,0.5483842901143264,31514.0
000029_914_342,29,1.2,108.0,False,SUCCESS,SUCCESS,abscission zone,3,5.580864459371536,0.998,0.0,0,0,9999.0,0,0.5215,0.0,1,404,4.44,0.0892841000017066,0.8012,37.445,0.0285,16.127,47.067,0.0092173066654027,0.0010821171292466,0.9999569342128464,0.5317474105204143,2.084131112018913,-0.114605513709107,0.6796771267231114,1.5099592180644197,1.4365325098540158,1,0.0908,0.5483842901143264,31514.0
000029_914_342,29,1.45,130.0,False,SUCCESS,SUCCESS,abscission zone,3,5.685849906248471,0.998,0.0,0,0,9999.0,0,0.684,0.0,1,406,4.37,0.0892841000017066,0.8012,37.445,0.0285,16.127,47.067,0.0092173066654027,0.0010821171292466,0.9999569342128464,0.5317474105204143,2.084131112018913,-0.114605513709107,0.6796771267231114,1.5099592180644197,1.4365325098540158,1,0.0908,0.5483842901143264,31514.0
000030_734_204,30,0.85,72.0,False,NEIGHBOR_KNOCKED,SUCCESS,abscission zone,3,7.197252318724766,1.023,41.42,22495,0,9999.0,0,0.1,0.0,1,416,5.94,0.0839866765115851,0.8999,33.338,0.04258,16.826,57.391,-0.2919476391729352,0.049745889808147,0.9551397397389272,17.226838880107074,0.762344295927542,-0.6023063747630217,0.0955802386642245,0.6041747840507646,0.4649103739974747,1,0.0846,0.3617330944917152,25848.0
000030_734_204,30,1.0,84.0,False,NEIGHBOR_KNOCKED,SUCCESS,abscission zone,3,7.421096407129141,1.001,42.53,22611,0,9999.0,0,0.3102,0.0,1,410,5.89,0.0839866765115851,0.8999,33.338,0.04258,16.826,57.391,-0.2919476391729352,0.049745889808147,0.9551397397389272,17.226838880107074,0.762344295927542,-0.6023063747630217,0.0955802386642245,0.6041747840507646,0.4649103739974747,1,0.0846,0.3617330944917152,25848.0
000030_734_204,30,1.2,100.0,True,NEIGHBOR_KNOCKED,SUCCESS,abscission zone,3,7.153799956521397,1.001,42.61,22611,0,9999.0,0,0.5153,0.0,1,410,5.23,0.0839866765115851,0.8999,33.338,0.04258,16.826,57.391,-0.2919476391729352,0.049745889808147,0.9551397397389272,17.226838880107074,0.762344295927542,-0.6023063747630217,0.0955802386642245,0.6041747840507646,0.4649103739974747,1,0.0846,0.3617330944917152,25848.0
000030_734_204,30,1.45,122.0,False,NEIGHBOR_KNOCKED,SUCCESS,abscission zone,3,7.250916776557187,1.0,44.07,22614,192,9999.0,0,0.6895,0.0,1,413,5.48,0.0839866765115851,0.8999,33.338,0.04258,16.826,57.391,-0.2919476391729352,0.049745889808147,0.9551397397389272,17.226838880107074,0.762344295927542,-0.6023063747630217,0.0955802386642245,0.6041747840507646,0.4649103739974747,1,0.0846,0.3617330944917152,25848.0
000032_644_906,32,0.85,76.86,False,GRASP_FAILED,SUCCESS,abscission zone,0,0.0,2.232,0.02,69,15595,9999.0,0,0.1,0.0,1,393,2.93,0.0904207722728795,0.8581,34.962,0.02006,19.554,45.477,-0.0009709801746211,-0.000566306047942,0.9999993682472808,0.0644037585355916,0.9615924912290856,0.2270049049672631,-0.3780698722092168,0.8630430256560174,0.424048175393629,1,0.0883,0.4334009167842031,29499.0
000032_644_906,32,1.0,90.0,False,APPROACH_BLOCKED,SUCCESS,abscission zone,3,1.1564580199121006,2.052,0.02,69,15597,9999.0,0,0.3455,0.0,1,395,3.2,0.0904207722728795,0.8581,34.962,0.02006,19.554,45.477,-0.0009709801746211,-0.000566306047942,0.9999993682472808,0.0644037585355916,0.9615924912290856,0.2270049049672631,-0.3780698722092168,0.8630430256560174,0.424048175393629,1,0.0883,0.4334009167842031,29499.0
000032_644_906,32,1.2,108.0,False,APPROACH_BLOCKED,SUCCESS,abscission zone,3,4.580650428865917,1.877,0.02,69,15600,9999.0,0,0.5488,0.0,1,398,3.64,0.0904207722728795,0.8581,34.962,0.02006,19.554,45.477,-0.0009709801746211,-0.000566306047942,0.9999993682472808,0.0644037585355916,0.9615924912290856,0.2270049049672631,-0.3780698722092168,0.8630430256560174,0.424048175393629,1,0.0883,0.4334009167842031,29499.0
