target,neighbour,cls,aperture,dim_mm,n_live,n_surv,n_units,pre_lean_deg,pre_ax_x,pre_ax_y,pre_ax_z,pre_bearing_cos,pre_bearing_sin,pre_along,pre_radial,pre_dist,now_lean_deg,post_lean_deg,post_ax_x,post_ax_y,post_ax_z,post_bearing_cos,post_bearing_sin,moved_mm,step,tree,contact
26,17,SUCCESS,0.05,82.8,89,3,4,0.1097265446942615,0.0019036764731161,-0.0002087561384877,0.9999981662166988,0.6865347228463634,0.7270970185100935,-0.1942572477882556,0.04530745716529,0.1994709101424373,0.0,0.0,0.0,0.0,1.0,0.68055650941297,0.732695596749178,6.4092675049996295,7,0,False
14,12,SUCCESS,0.054,82.0,88,2,3,0.0061497980720329,-2.2109434616588688e-10,-0.0001073342250599,0.999999994239682,-0.9115970385299296,-0.4110849539249303,0.008996227940112,0.1264111378467858,0.1267308482133278,0.0,0.0,0.0,0.0,1.0,-0.9116090384532578,-0.4110583425869455,6.346801642845842,8,0,False
14,32,SUCCESS,0.054,51.2,88,2,3,0.0,1.2924390363722916e-12,6.614470767884703e-14,1.0,0.945229835674004,0.3264055112152605,-0.0357473415997844,0.1733533453197148,0.1770007196736442,0.0,0.0,0.0,0.0,1.0,0.9452298358519364,0.3264055106999899,3.962880000000011,8,0,False
27,25,SUCCESS,0.058,56.4,94,3,4,0.0,-6.267166335116973e-10,-6.875933888914441e-11,1.0,-0.9882463142135112,-0.1528699527160592,-0.0456861298303208,0.110626057668982,0.1196885420341223,0.0,0.0,0.0,0.0,1.0,-0.988246314210516,-0.1528699527354214,4.365359999999999,1,1,False
27,26,SUCCESS,0.058,60.400000000000006,94,3,4,23.40448592896495,-0.3949944765813987,0.0419867686251202,0.9177235284826296,-0.9958541672546486,-0.0909641553665537,-0.0559023939399812,0.1651025493782745,0.1743098662136668,23.04899835016559,39.55772538414893,-0.5065453469471288,-0.386000640218238,0.770983344331979,-0.8802842320769099,-0.4744466995951865,17.42967766248584,1,1,False
27,55,SUCCESS,0.058,77.10000000000001,94,3,4,0.016876105085748,0.0002934077259245,-2.584251113091392e-05,0.9999999566220346,-0.8906914583776486,-0.4546083214956555,-0.0141657193018288,0.2327446732533409,0.2331753643315318,0.0,0.0,0.0,3.1600640419869263e-16,1.0,-0.8907091897000081,-0.4545735797249494,5.9675521008897325,1,1,False
12,13,GRASP_FAILED,0.06,55.2,93,1,2,16.6553050425855,-0.2759702959015141,-0.0773793030227481,0.9580463659154208,-0.9998577167513768,0.0168684988283747,0.1648166096535848,0.011408164762113,0.1652109592035034,0.0025283835890077,0.0,-1.4585230833548908e-14,-2.2383620522031563e-14,1.0,-0.9792769859952865,-0.2025255161701552,9.358168025986954,2,1,False
56,57,SUCCESS,0.046,90.3,93,3,4,0.4342525942617528,-0.0004779448301301,0.0075639800975836,0.9999712784744484,-0.955720065745686,-0.2942773452562419,0.0255774445373519,0.0834333678769245,0.0872658727358384,0.0,0.0,0.0,0.0,1.0,-0.9550472214060636,-0.2964537145737211,6.998268807779973,3,1,True
56,26,SUCCESS,0.046,60.400000000000006,93,3,4,1.7075472925031875e-06,-2.615641361448126e-08,-2.8136196006250933e-09,0.9999999999999996,-0.1028116045903468,0.9947008464666942,-0.0240259420168326,0.153685085951838,0.1555517648045822,0.0,0.0,0.0,0.0,1.0,-0.1028115944419869,0.9947008475156218,4.674960000000061,3,1,False
56,55,SUCCESS,0.046,77.10000000000001,93,3,4,0.0,0.0,0.0,1.0,-0.8588200837446994,0.5122773309026541,0.0706064231,0.130416440509437,0.148302781289252,0.0,0.0,0.0,0.0,1.0,-0.8588200837446993,0.5122773309026543,5.967540000000008,3,1,False
51,50,SUCCESS,0.074,75.39999999999999,92,2,3,0.0061097820426233,3.35307335694986e-07,-0.0001066352854227,0.9999999943144016,0.0531759635693026,-0.9985851575596728,-0.0768666365886441,0.056360350086247,0.0953151031174756,0.0,0.0,0.0,0.0,1.0,0.0531872931502914,-0.9985845541802382,5.835961473468416,4,1,False
51,49,SUCCESS,0.074,68.3,92,2,3,0.0002016786123963,3.48887993257369e-06,4.66493233384373e-07,0.999999999993805,-0.9962899693684304,0.086059845083827,-0.1346606296703037,0.0472489255882242,0.1427093064675329,0.0,0.0,0.0,1.7836086210628992e-16,1.0,-0.9962902112949036,0.0860570443250092,5.286420001497612,4,1,False
46,45,SUCCESS,0.084,60.400000000000006,91,3,4,16.01862214329686,0.1465477280926718,-0.2338205252611605,0.9611720581443634,0.8978953805690708,-0.4402089112600099,-0.0946282855075309,0.1167019133576799,0.1502459616743099,15.806130195171717,17.601678415617673,0.1711139217584627,-0.2493280233998114,0.953181809797051,0.8944632798046025,-0.4471414106087622,4.835983239057713,5,1,False
46,44,SUCCESS,0.084,75.1,91,3,4,9.0155016758474,-0.0873588235463024,0.1300917122450084,0.9876459802752036,0.6655778468411288,0.7463284329263671,-0.1193666675868536,0.0629292009669622,0.1349388219347224,9.177698342270055,10.525041916174468,-0.103373247963481,0.1506006851359878,0.9831751650860856,0.6149906319603112,0.7885344143416044,5.935382643356113,5,1,False
46,58,SUCCESS,0.084,83.2,91,3,4,0.0786880925167585,0.0004437693773938,-0.0012996932477654,0.999999056932656,-0.6310582323276339,0.7757354622624405,0.0193390451788668,0.3163455780560454,0.3169361503900175,0.0,0.0,0.0,0.0,1.0,-0.6310259584940987,0.7757617158036378,6.43996311496463,5,1,False
50,49,SUCCESS,0.076,68.3,90,3,4,0.0,0.0,1.7836086210628992e-16,1.0,-0.6386241345395106,0.7695188202920453,-0.0566887489999999,0.0784048224799781,0.0967519015384291,0.0,0.0,0.0,0.0,1.0,-0.6386241345395107,0.7695188202920453,5.28642,6,1,False
50,99,SUCCESS,0.076,59.2,90,3,4,0.0,-2.749455879895962e-09,1.7498576114493324e-09,1.0,-0.8379192379098478,0.5457942384640753,-0.1477884797272044,0.0837083081825565,0.1698485077911024,0.0,0.0,0.0,0.0,1.0,-0.8379192378691389,0.5457942385265727,4.582079999999907,6,1,False
50,32,SUCCESS,0.076,86.3,90,3,4,0.0287262526259416,-0.0005013676692298,0.0,0.9999998743152224,-0.9524075913732144,0.3048274592202493,-0.179324087061372,0.1679572782943007,0.2456965110302214,0.0,0.0,0.0,0.0,1.0,-0.9523441438145264,0.3050256247304094,6.679658272808223,6,1,False
49,99,SUCCESS,0.07,59.2,89,2,3,0.0,0.0,0.0,1.0,-0.8077698955066174,-0.5894979184977912,-0.089691051,0.0248456763635796,0.0930687501981644,0.0,0.0,0.0,0.0,1.0,-0.8077698955066174,-0.5894979184977912,4.582080000000002,7,1,False
49,32,SUCCESS,0.07,86.3,89,2,3,0.0,0.0,0.0,1.0,-0.9965548957765986,-0.0829357564847182,-0.125501909,0.1101575060894681,0.1669892371097476,0.0,0.0,0.0,0.0,1.0,-0.9965548957765986,-0.0829357564847182,6.67961999999997,7,1,False
32,99,NEIGHBOR_KNOCKED,0.09,59.2,88,3,4,0.0,0.0,0.0,1.0,0.9981187116206144,-0.0613109901469956,0.040005938,0.0898774980927301,0.0983790614849956,28.771372748287877,0.0,4.440040733930284e-09,4.5017913135077205e-09,1.0,0.99913987910683,-0.0414668780882876,4.659659381594894,8,1,False
32,109,NEIGHBOR_KNOCKED,0.09,80.60000000000001,88,3,4,0.0505722292312262,0.000833062930929,-0.0002916853530992,0.999999610462828,-0.327270925673313,-0.944930548352064,-0.0523486682160561,0.2334559008036557,0.2392530891839038,0.0,0.0,0.0,0.0,1.0,-0.3276218262482033,-0.944808943102145,6.238551292559137,8,1,False
32,44,NEIGHBOR_KNOCKED,0.09,75.1,88,3,4,0.003495450658559,3.380853644785225e-05,-5.078239582145797e-05,0.9999999981390656,-0.4046521263277371,-0.9144706975395336,0.1127857926765209,0.2851842717580543,0.3066768721110918,0.0,0.0,0.0,6.488440416436539e-16,1.0,-0.4046405720920609,-0.9144758101869124,5.812740524952343,8,1,False
109,44,SUCCESS,0.084,75.1,86,3,4,8.37984612592829,-0.1455060297181261,-0.0081668629132507,0.989323656679564,-0.4637894996726905,-0.8859454272094616,0.1706500147481364,0.0442543069242222,0.1762948417137678,10.658441799532833,12.033025993134268,-0.1179680445351119,0.1718882286064626,0.9780275953852704,-0.3830420512496209,-0.9237309061487998,9.39046155125354,10,1,False
109,45,SUCCESS,0.084,60.400000000000006,86,3,4,24.977897648505287,0.2609936941026085,-0.3319534215641034,0.9064707483148912,-0.927682981891884,-0.3733688325345091,0.1919764142762033,0.0601193900363465,0.2011697907159292,17.299167073235633,19.050877115665777,0.1847062135744399,-0.2691199542939353,0.9452291070781854,-0.7761323157886015,-0.6305700820595779,5.682873116859383,10,1,False
109,82,SUCCESS,0.084,68.1,86,3,4,0.0001705817524731,-4.452618769381706e-07,-2.9437510321976373e-06,0.999999999995568,-0.7545325012586813,0.656262679530322,-0.0910291246942706,0.2303975885908431,0.2477283802293965,0.0,0.0,0.0,0.0,1.0,-0.7545315719740341,0.6562637479660086,5.270940316068406,10,1,False
82,41,SUCCESS,0.074,88.4,85,3,4,0.0881215752004265,4.782768021986037e-09,0.0015380110229682,0.9999988172603472,0.4573392909542613,0.8892922876925524,-0.07559321443523,0.0634820746360788,0.0987132608556284,0.0,0.0,0.0,0.0,1.0,0.4585836508795308,0.888651244947083,6.842537033370257,11,1,True
82,42,SUCCESS,0.074,49.8,85,3,4,0.0,-3.309700688987158e-13,-4.016650799199493e-13,1.0,-0.5571853808809019,0.8303881329430257,-0.0554600101000156,0.1049825453201023,0.1187314092486953,0.0,0.0,0.0,0.0,1.0,-0.5571853808805712,0.8303881329432476,3.854519999999986,11,1,False
82,97,SUCCESS,0.074,77.3,85,3,4,0.0546266381588865,0.0009534145506467,0.0,0.999999545500244,-0.4807161093849276,-0.8768762867005916,-0.1118204732729123,0.1206507515422456,0.1645005230711647,0.0,0.0,0.0,0.0,1.0,-0.4816620702255405,-0.8763570334664101,5.983146678982507,11,1,False
79,80,NEIGHBOR_KNOCKED,0.056,75.89999999999999,84,3,4,36.60911698372249,-0.421536171001059,0.421833729547942,0.8027225929008349,-0.938559857771766,0.3451164924767319,-0.0241573891061537,0.057260531376136,0.0621477908046904,39.87392425702709,29.25470892071907,0.1751025570808709,0.4562454283659713,0.8724558462173839,-0.0974979847314646,0.9952357223157252,28.414419890543577,12,1,True
79,15,NEIGHBOR_KNOCKED,0.056,87.8,84,3,4,0.0396487734340707,2.5848111360182317e-09,0.0006920015855116,0.999999760566874,-0.4279366108327895,0.903808750294522,-0.0987490112164586,0.1168307081479404,0.1529731400690249,0.0,0.0,0.0,0.0,1.0,-0.4282777335954145,0.9036471561989088,6.795796021890891,12,1,False
79,78,NEIGHBOR_KNOCKED,0.056,85.8,84,3,4,28.918468010570425,0.0830178675602637,-0.476385035847321,0.8753087062782439,-0.2313726940221153,-0.972865189253346,-0.0251071915566111,0.1038361351351379,0.1068284326743728,26.19703564243514,28.130299849119037,-0.1597027231018952,-0.4436066267135173,0.8818776564635785,-0.4013082960754213,-0.9159430394413408,14.306319054874429,12,1,False
24,22,SUCCESS,0.096,73.3,83,2,3,0.0008670818555151,1.5031898259832046e-05,1.7501374790067975e-06,0.9999999998854896,0.370582665286641,0.9287994876123962,0.0651214806857987,0.1468454303004866,0.1606374416095012,0.0,0.0,0.0,0.0,1.0,0.3705846331106712,0.9287987024658406,5.67342002378152,13,1,False
24,23,SUCCESS,0.096,84.6,83,2,3,6.878472278116415,0.114106233457939,0.0363749989722674,0.992802410822924,0.7070415023886776,0.7071720539585549,0.1110495949605727,0.0974721381606355,0.1477593660602037,0.0,0.0,0.0,0.0,1.0,0.7296831833473612,0.6837853844153597,8.468765992856161,13,1,False
15,14,SUCCESS,0.084,89.2,82,3,4,0.3083167350578137,-0.0052366238118734,-0.0012386212356864,0.999985521689433,-0.7584621254161612,0.6517171198527775,-0.0988762006724161,0.0455847688107805,0.108878254059037,0.0,0.0,0.0,0.0,1.0,-0.7489655458321762,0.6626089428586897,6.9087292204945925,14,1,False
15,80,SUCCESS,0.084,75.89999999999999,82,3,4,31.438876893345498,0.2286181020191606,0.4688160680589656,0.8531970802568934,0.3111998418713164,-0.9503444946014404,0.0044853474095479,0.1320390051971015,0.1321151665586678,31.366999719343227,33.53608863924678,0.2465716868002558,0.4943852629342044,0.8335380105681769,0.3276809531204996,-0.944788438202988,6.234331203631666,14,1,False
15,78,SUCCESS,0.084,85.8,82,3,4,32.815197367633544,-0.2363193407781888,-0.4876910259425249,0.8404228890203371,0.2509194439258164,-0.9680079713824464,0.1102514117578803,0.1432455587123638,0.1807613451084687,32.857387024066284,38.51461992303269,-0.2779698248326862,-0.5572305535923054,0.782449286935389,0.3013511665011043,-0.9535132272016072,8.54739354536731,14,1,False
96,69,SUCCESS,0.068,48.9,81,3,4,0.0,0.0,1.4947296787557788e-15,1.0,-0.6035163619665838,0.7973506134935995,-0.0514717083995678,0.1014237801333445,0.1137370649441383,0.0,0.0,0.0,0.0,1.0,-0.6035163619665843,0.797350613493599,3.784860000000001,15,1,False
96,98,SUCCESS,0.068,55.2,81,3,4,0.0,8.601628544868419e-11,2.8926336527752193e-10,1.0,-0.9362908433717988,-0.3512256491461378,-0.1344968309158848,0.0895877158070131,0.1616024639352206,0.0,0.0,0.0,0.0,1.0,-0.9362908432152592,-0.3512256495634372,4.272480499999981,15,1,False
96,41,SUCCESS,0.068,88.4,81,3,4,0.0,0.0,2.756119204040633e-16,1.0,-0.5977555510773589,0.8016784275232824,0.0862444736004321,0.16236025249461,0.1838449368808647,0.0,0.0,0.0,0.0,1.0,-0.5977555510773588,0.8016784275232826,6.842159999999986,15,1,False
78,80,NEIGHBOR_KNOCKED,0.084,75.89999999999999,80,3,4,34.748503042810164,0.1086415685168867,0.5595255552008813,0.8216618298712288,0.1466089851896017,0.989194523570402,0.066023256799143,0.0380948267844363,0.0762252337884365,39.1894176563824,0.0007038000598315,7.216915974158586e-07,-1.2262410883526373e-05,0.9999999999245562,0.2055086092256392,0.9786553078250502,28.38360774370504,16,1,True
78,14,NEIGHBOR_KNOCKED,0.084,89.2,80,3,4,0.0,0.0,0.0,1.0,-0.2471420562574763,0.9689792588228224,-0.1248341441287315,0.2186625308851668,0.2517873427189291,0.0,0.0,0.0,0.0,1.0,-0.247142056565903,0.9689792587441572,6.904080106419717,16,1,False
78,118,NEIGHBOR_KNOCKED,0.084,52.2,80,3,4,0.0,-8.028599001018661e-13,-3.5659324972186655e-12,1.0,-0.3120561661167794,-0.9500636553349976,-0.3184328821285688,0.0447332112465922,0.3215595755208344,0.0,0.0,0.0,0.0,1.0,-0.3120561673308537,-0.9500636549362248,4.040280106419826,16,1,False
14,92,SUCCESS,0.092,76.6,79,3,4,0.0023725813550275,4.140935549619824e-05,0.0,0.9999999991426326,0.9979438311981224,-0.0640945377829748,-0.1061845855286914,0.2036241285363748,0.2296474513816735,0.0,0.0,0.0,0.0,1.0,0.997943706027816,-0.0640964866390345,5.928840231214376,17,1,False
14,80,SUCCESS,0.092,75.89999999999999,79,3,4,0.0,-1.2822446974858544e-10,2.178687982755126e-09,1.0,0.3411226542997577,-0.9400187948777876,0.1685052756172699,0.1829714301566612,0.2487419790956606,0.0,0.0,0.0,0.0,1.0,0.3411226544824266,-0.940018794811499,5.874660000000026,17,1,False
14,93,SUCCESS,0.092,60.0,79,3,4,1.9090959104164224e-06,-5.754046908629625e-09,3.4210193158261573e-08,0.9999999999999994,0.9682262505949928,-0.2500758438129561,-0.1753820464358102,0.1724301098959034,0.2459491919294024,0.0,0.0,0.0,0.0,1.0,0.9682262409654304,-0.2500758810960229,4.644000000000244,17,1,False
39,74,NEIGHBOR_KNOCKED,0.09,58.0,78,3,4,13.064733659979868,0.2098931830961691,-0.0839300538039358,0.9741152897671952,0.7446776043366995,0.6674243519675874,-0.0397635274390219,0.065421385079453,0.0765577934642054,33.278401280725205,14.042973841621492,0.2276049370670599,-0.0841119069007861,0.97011400347599,0.7681267315822624,0.6402978402499503,4.541225874873752,18,1,False
39,38,NEIGHBOR_KNOCKED,0.09,91.1,78,3,4,4.174631581505578,-0.0684279811743952,0.024838654922298,0.9973468065893868,-0.4156498514873772,0.9095247115711158,-0.0421608474577687,0.0810187177097233,0.0913321940921441,4.436749464397965,4.587986048996416,-0.0751731806704047,0.0273382407352062,0.9967956728946,-0.420060635100954,0.9074960401228112,7.063829723802687,18,1,True
39,89,NEIGHBOR_KNOCKED,0.09,52.7,78,3,4,0.0,7.911164563278244e-12,-1.647696967246591e-12,1.0,-0.827842146126878,-0.5609611226244158,0.1127457135358708,0.2831772792800384,0.3047966000813616,0.0,0.0,0.0,0.0,1.0,-0.827842146711689,-0.5609611217613771,4.078979870828731,18,1,False
73,85,DEFECT,0.058,62.5,77,3,4,8.748576518413899e-06,-3.777346140308739e-08,1.475581631660127e-07,0.9999999999999885,0.9202810193941569,-0.3912580291097569,-0.042739069336804,0.0663470356224904,0.0789212087063303,0.0,0.0,0.0,0.0,1.0,0.920280963487664,-0.3912581606078223,4.837500000002629,19,1,False
73,6,DEFECT,0.058,53.0,77,3,4,0.0,2.2659066900141183e-11,-6.06344144798974e-13,1.0,-0.597333169258416,0.8019931950482475,-0.061117467701386,0.0988595651496468,0.1162263243839674,0.0,0.0,0.0,0.0,1.0,-0.5973331721997636,0.8019931928575001,4.102200000000042,19,1,False
73,7,DEFECT,0.058,55.0,77,3,4,0.0,4.0646617626012745e-11,2.0180911759545511e-10,1.0,0.235542100189755,0.9718641463899156,-0.0597438429846427,0.0746560097966311,0.0956182334773464,0.0,0.0,0.0,0.0,1.0,0.2355421001072891,0.971864146409902,4.257000000000009,19,1,False
38,74,NEIGHBOR_KNOCKED,0.096,58.0,76,3,4,15.578259951273363,0.249750312296015,-0.0987229294214148,0.9632645351690768,0.9247214882468928,-0.380644413034596,0.0261399723730046,0.0692374775429176,0.0740076107719163,115.19043274080911,0.0,1.3464768110402472e-09,-3.412454715863872e-09,1.0,0.9048998315043588,-0.4256245939127377,11.357476900617652,20,1,False
38,94,NEIGHBOR_KNOCKED,0.096,53.8,76,3,4,0.0,-1.3100455472060774e-11,-1.2329397569747532e-11,1.0,0.9959272046565054,-0.0901609839402785,-0.3157232264544573,0.1363161177455494,0.3438942274595941,0.0,0.0,0.0,0.0,1.0,0.9959272046596656,-0.0901609839053701,4.164119784752451,20,1,False
38,89,NEIGHBOR_KNOCKED,0.096,52.7,76,3,4,0.0,0.0,0.0,1.0,-0.6611153310973146,-0.7502842921107226,0.1649048905471697,0.3086411996539753,0.3499328693481353,0.0,0.0,0.0,0.0,1.0,-0.6611153310583955,-0.7502842921450164,4.078979784752403,20,1,False
102,6,DEFECT,0.084,53.0,75,2,3,0.0,0.0,0.0,1.0,-0.2290896267468001,-0.9734053333103388,0.1800933905130265,0.1715633247325132,0.2487319917094527,0.0,0.0,0.0,0.0,1.0,-0.2290896267468001,-0.9734053333103388,4.1022,21,1,False
102,7,DEFECT,0.084,55.0,75,2,3,0.0,0.0,0.0,1.0,0.2100968433949237,-0.977680579941879,0.1811574155130265,0.1776959242715139,0.2537594346976422,0.0,0.0,0.0,0.0,1.0,0.2100968433949236,-0.977680579941879,4.256999999999955,21,1,False
90,106,SUCCESS,0.082,81.4,74,3,4,0.0504765634483937,-0.0004655901257461,-0.0007479006074802,0.9999996119351828,0.4267732956733264,0.9043586424091538,-0.0719460892921047,0.265689155813068,0.2752580013025748,0.0,0.0,0.0,0.0,1.0,0.4268144231727425,0.904339232905285,6.300473492095845,22,1,False
90,9,SUCCESS,0.082,88.3,74,3,4,0.7294845672265639,-0.0106132348352823,0.0070322085563721,0.9999189503600532,-0.5010233688484893,0.8654337547540599,0.0357452067193783,0.2372252122521989,0.239903149482269,0.0,0.0,0.0,0.0,1.0,-0.5007269386475218,0.8656052985701281,6.860040372336097,22,1,False
90,10,SUCCESS,0.082,82.0,74,3,4,0.1071429981569318,-0.0006966656360734,-0.0017353805823495,0.9999982515540844,-0.337694711151265,0.941255694304403,0.0950219320252752,0.2732225361733135,0.2892744749174971,0.0,0.0,0.0,0.0,1.0,-0.3379016877972275,0.9411814115162842,6.347314759457174,22,1,False
106,105,SUCCESS,0.084,73.3,73,3,4,0.0118200173643761,0.0002015089162626,4.419402555670768e-05,0.9999999787205222,0.9333593530671742,-0.3589433354194309,-0.0921350684711403,0.0646535369259963,0.1125564333089091,2.3497017978203987,0.0005795607694708,-1.0063984752730664e-05,-1.0170320627844874e-06,0.9999999999488408,0.932654077497075,-0.3607719109466254,5.960072688993335,23,1,False
106,104,SUCCESS,0.084,81.4,73,3,4,0.0663994118181862,-3.720927230571634e-05,0.0011582905914702,0.9999993284889624,0.6267761116410733,-0.7791994005876139,-0.1291580787115065,0.1158167607217721,0.1734800604119445,0.0,0.0,0.0,0.0,1.0,0.6259541036373024,-0.7798598977634517,6.300552373357448,23,1,False
106,9,SUCCESS,0.084,88.3,73,3,4,0.0,0.0,0.0,1.0,-0.9887106175359678,-0.1498376280232881,0.1036868441,0.2347889876802655,0.2566648210708697,0.0,0.0,0.0,0.0,1.0,-0.9887106175755828,-0.1498376277618868,6.8344195845991145,23,1,False
17,117,SUCCESS,0.088,80.0,72,3,4,0.0727471740896057,0.0012533118464501,-0.0002031994953165,0.9999991939593654,-0.7721292765444068,0.6354654831719904,-0.0098386328316333,0.1243865160448056,0.1247750138038878,0.0,0.0,0.0,0.0,1.0,-0.7723100441132922,0.6352457758708236,6.192229351914091,24,1,False
17,115,SUCCESS,0.088,84.3,72,3,4,0.0086576305321523,-0.0001511041578022,0.0,0.9999999885837668,-0.061231813571362,0.9981235720123846,-0.0550906330670103,0.1538146919190555,0.1633827937754705,0.0,0.0,0.0,0.0,1.0,-0.0611309007726776,0.9981297575820096,6.524823458726121,24,1,False
17,86,SUCCESS,0.088,87.9,72,3,4,0.2365092835743521,0.001301311772856,-0.0039173672549242,0.999991480374438,-0.851789018823585,0.5238849753634425,0.1351150766334412,0.1555891603844074,0.2060681216558873,0.0,31.488716680348737,0.5184117604653998,0.0638635066120516,0.8527430440257942,-0.9022597686528936,0.4311928917206624,29.705598476587014,24,1,False
